Weight_Kg,Low_Price,High_Price,Sales_Total,Total_Qty_Sold,Total_Kg_Sold,Stock_On_Hand,avg_price_per_kg,Province_EASTERN CAPE,Province_NATAL,Province_ORANGE FREE STATE,Province_TRANSVAAL,Province_W.CAPE-BERGRIVER ETC,Province_WEST COAST,Container_DT063,Container_EC120,Container_EF120,Container_EG140,Container_IA400,Container_JE090,Container_JG110,Container_M4183,Container_M6125,Container_M9125,Size_Grade_1M,Size_Grade_1S,Size_Grade_1U,Size_Grade_1X,Size_Grade_2L,Size_Grade_2M,Size_Grade_2S,Size_Grade_2U,Size_Grade_2X,Season_Spring,Season_Summer,Season_Winter
18.3,100.0,180.0,11160.0,79,1445.7,657,7.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.0,50.0,50.0,50.0,1,9.0,62,5.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11.0,60.0,60.0,60.0,1,11.0,183,5.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
18.3,160.0,180.0,194280.0,1084,19837.2,1588,9.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11.0,70.0,70.0,5600.0,80,880.0,0,6.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9.0,50.0,50.0,50.0,1,9.0,1457,5.56,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18.3,150.0,160.0,1110.0,7,128.1,787,8.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
400.0,400.0,1200.0,6800.0,7,2800.0,20,2.43,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.0,45.0,60.0,3880.0,85,765.0,74,5.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
400.0,1200.0,2000.0,3200.0,2,800.0,9,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9.0,40.0,60.0,22580.0,543,4887.0,132,4.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9.0,55.0,60.0,28595.0,482,4338.0,150,6.59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9.0,38.0,50.0,3950.0,103,927.0,297,4.26,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
18.3,100.0,150.0,53150.0,479,8765.7,2359,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12.0,96.0,102.0,7062.0,73,876.0,273,8.06,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.3,120.0,160.0,8770.0,66,1207.8,636,7.26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.3,150.0,250.0,2870.0,12,219.6,351,13.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12.0,96.0,96.0,96.0,1,12.0,84,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12.0,120.0,120.0,3000.0,25,300.0,633,10.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12.0,112.0,128.0,20936.0,175,2100.0,145,9.97,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18.3,100.0,180.0,8620.0,78,1427.4,178,6.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
400.0,800.0,800.0,1600.0,2,800.0,0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
18.3,170.0,180.0,3820.0,22,402.6,366,9.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9.0,60.0,60.0,1200.0,20,180.0,382,6.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18.3,120.0,120.0,13440.0,112,2049.6,164,6.56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9.0,55.0,55.0,2200.0,40,360.0,260,6.11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
400.0,1500.0,2000.0,12300.0,7,2800.0,123,4.39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.3,250.0,270.0,9290.0,36,658.8,56,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
18.3,120.0,120.0,840.0,7,128.1,5,6.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12.0,40.0,48.0,1224.0,26,312.0,0,3.92,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.0,38.0,40.0,3100.0,81,729.0,400,4.25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
400.0,1000.0,1800.0,122900.0,75,30000.0,12,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.0,100.0,112.0,12368.0,116,1392.0,76,8.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9.0,45.0,55.0,2990.0,66,594.0,196,5.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18.3,250.0,250.0,3250.0,13,237.9,43,13.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
18.3,180.0,180.0,180.0,1,18.3,102,9.84,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.0,50.0,50.0,50.0,1,9.0,62,5.56,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18.3,130.0,200.0,330.0,2,36.6,156,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12.5,90.0,90.0,12600.0,140,1750.0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
400.0,2000.0,2000.0,42000.0,21,8400.0,1,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.3,170.0,170.0,510.0,3,54.9,43,9.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18.3,100.0,140.0,31760.0,278,5087.4,746,6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.3,100.0,170.0,83870.0,523,9570.9,663,8.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9.0,60.0,70.0,1570.0,25,225.0,90,6.98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9.0,60.0,60.0,1320.0,22,198.0,31,6.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12.0,40.0,120.0,1960.0,37,444.0,0,4.41,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.0,40.0,75.0,14740.0,210,1890.0,2,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
400.0,15.0,500.0,500.0,1,400.0,0,1.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18.3,140.0,170.0,9080.0,64,1171.2,216,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12.0,120.0,120.0,720.0,6,72.0,109,10.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12.0,84.0,84.0,1008.0,12,144.0,0,7.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11.0,70.0,85.0,46195.0,640,7040.0,138,6.56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12.0,90.0,128.0,35008.0,359,4308.0,643,8.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.0,40.0,55.0,2660.0,65,585.0,170,4.55,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18.3,140.0,140.0,980.0,7,128.1,0,7.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.0,50.0,60.0,9725.0,190,1710.0,1758,5.69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18.3,220.0,220.0,2420.0,11,201.3,358,12.02,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9.0,52.0,55.0,5608.0,106,954.0,542,5.88,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18.3,104.0,104.0,1040.0,10,183.0,54,5.68,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11.0,75.0,75.0,75.0,1,11.0,2,6.82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11.0,60.0,70.0,38750.0,640,7040.0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9.0,60.0,70.0,4790.0,78,702.0,12,6.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12.0,64.0,64.0,64.0,1,12.0,59,5.33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.0,40.0,60.0,4855.0,103,927.0,0,5.24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12.0,92.0,96.0,60416.0,640,7680.0,409,7.87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18.3,100.0,160.0,132150.0,1048,19178.4,851,6.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.0,50.0,50.0,100.0,2,18.0,76,5.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18.3,160.0,170.0,64300.0,392,7173.6,0,8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12.0,80.0,88.0,8176.0,100,1200.0,194,6.81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18.3,140.0,140.0,420.0,3,54.9,46,7.65,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12.0,70.0,96.0,23456.0,296,3552.0,254,6.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9.0,50.0,65.0,4260.0,71,639.0,664,6.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12.0,84.0,96.0,3936.0,43,516.0,247,7.63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14.0,114.0,114.0,25536.0,224,3136.0,0,8.14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18.3,120.0,120.0,20160.0,168,3074.4,22,6.56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
400.0,1650.0,1650.0,1650.0,1,400.0,0,4.12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
400.0,500.0,500.0,500.0,1,400.0,4,1.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.0,40.0,50.0,9465.0,226,2034.0,616,4.65,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18.3,80.0,160.0,30180.0,238,4355.4,746,6.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.0,112.0,120.0,2928.0,26,312.0,0,9.38,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.0,70.0,70.0,6300.0,90,810.0,0,7.78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18.3,130.0,170.0,211170.0,1532,28035.6,1863,7.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12.0,50.0,50.0,1850.0,37,444.0,0,4.17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11.0,50.0,65.0,27610.0,545,5995.0,411,4.61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
11.0,40.0,45.0,175.0,4,44.0,2,3.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12.0,96.0,120.0,10856.0,106,1272.0,569,8.53,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12.0,112.0,120.0,472.0,4,48.0,114,9.83,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18.3,200.0,220.0,4160.0,19,347.7,0,11.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9.0,40.0,60.0,2260.0,54,486.0,0,4.65,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12.0,60.0,72.0,21312.0,304,3648.0,0,5.84,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18.3,170.0,200.0,70555.0,390,7137.0,2035,9.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12.0,80.0,80.0,4400.0,55,660.0,9,6.67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.0,40.0,40.0,24000.0,600,5400.0,0,4.44,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18.3,170.0,180.0,350.0,2,36.6,49,9.56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.0,40.0,40.0,320.0,8,88.0,13,3.64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9.0,50.0,50.0,300.0,6,54.0,1,5.56,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12.0,108.0,120.0,19788.0,181,2172.0,223,9.11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12.0,72.0,120.0,36516.0,421,5052.0,2431,7.23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.0,50.0,65.0,4470.0,75,675.0,664,6.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
18.3,160.0,180.0,11015.0,65,1189.5,2,9.26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9.0,20.0,20.0,20.0,1,9.0,1,2.22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12.0,120.0,120.0,720.0,6,72.0,103,10.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18.3,280.0,280.0,1680.0,6,109.8,36,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
18.3,50.0,130.0,33000.0,282,5160.6,2941,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9.0,50.0,60.0,570.0,11,99.0,74,5.76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
400.0,300.0,300.0,1500.0,5,2000.0,0,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12.0,90.0,126.0,11832.0,104,1248.0,274,9.48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12.0,40.0,40.0,440.0,11,132.0,28,3.33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9.0,50.0,60.0,1360.0,25,225.0,278,6.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9.0,60.0,60.0,1200.0,20,180.0,156,6.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9.0,60.0,70.0,1540.0,24,216.0,243,7.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9.0,40.0,50.0,1850.0,45,405.0,57,4.57,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9.0,60.0,60.0,5280.0,88,792.0,1515,6.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9.0,55.0,70.0,6465.0,93,837.0,247,7.72,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9.0,30.0,60.0,7925.0,166,1494.0,153,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3.0,5.0,10.0,25.0,3,9.0,1,2.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9.0,40.0,55.0,4460.0,89,801.0,0,5.57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9.0,40.0,50.0,3650.0,90,810.0,0,4.51,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12.0,80.0,96.0,33252.0,378,4536.0,879,7.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9.0,40.0,55.0,12835.0,316,2844.0,540,4.51,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.0,10.0,30.0,640.0,33,297.0,1,2.15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12.0,80.0,104.0,5896.0,66,792.0,1089,7.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18.3,130.0,130.0,5200.0,40,732.0,584,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,18.0,18.0,7200.0,400,1200.0,200,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.3,160.0,180.0,41600.0,252,4611.6,0,9.02,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.0,20.0,20.0,80.0,4,36.0,46,2.22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9.0,10.0,10.0,10.0,1,9.0,0,1.11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12.0,64.0,72.0,5136.0,80,960.0,0,5.35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12.0,40.0,40.0,1000.0,25,300.0,0,3.33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18.3,160.0,160.0,640.0,4,73.2,2288,8.74,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18.3,100.0,140.0,7110.0,64,1171.2,1550,6.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9.0,60.0,60.0,60.0,1,9.0,8,6.67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.0,5.0,5.0,500.0,100,300.0,0,1.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18.3,140.0,160.0,6520.0,44,805.2,1384,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18.3,180.0,200.0,12620.0,68,1244.4,275,10.14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.3,80.0,120.0,1360.0,16,292.8,114,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.0,90.0,96.0,4212.0,44,528.0,0,7.98,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18.3,120.0,160.0,28040.0,223,4080.9,28,6.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12.0,88.0,96.0,20688.0,217,2604.0,206,7.94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14.0,114.0,114.0,25536.0,224,3136.0,0,8.14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12.0,64.0,80.0,5664.0,71,852.0,89,6.65,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18.3,180.0,180.0,1620.0,9,164.7,14,9.84,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.0,60.0,65.0,5145.0,83,747.0,852,6.89,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12.0,84.0,102.0,5580.0,66,792.0,41,7.05,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.3,70.0,180.0,44090.0,273,4995.9,159,8.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12.0,72.0,96.0,10464.0,116,1392.0,619,7.52,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12.0,104.0,104.0,312.0,3,36.0,59,8.67,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12.0,90.0,128.0,157940.0,1616,19392.0,1087,8.14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.3,80.0,180.0,28960.0,164,3001.2,179,9.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18.3,100.0,150.0,7990.0,55,1006.5,1052,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9.0,45.0,55.0,5419.0,101,909.0,503,5.96,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9.0,55.0,60.0,6665.0,121,1089.0,360,6.12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.0,120.0,128.0,1568.0,13,156.0,339,10.05,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18.3,110.0,180.0,80980.0,558,10211.4,4040,7.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
400.0,1000.0,2000.0,91500.0,49,19600.0,281,4.67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
400.0,2000.0,2000.0,2000.0,1,400.0,11,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
400.0,500.0,700.0,5400.0,8,3200.0,0,1.69,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9.0,10.0,10.0,70.0,7,63.0,4,1.11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
12.0,112.0,120.0,8928.0,78,936.0,250,9.54,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.0,40.0,50.0,18330.0,458,4122.0,277,4.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
